,0,1
2055,1017,518
2056,818,463
2057,620,488
2058,899,481
2059,762,472
2060,683,535
2061,843,1044
2062,956,792
2063,1023,637
2064,1466,565
2065,957,792
2066,458,790
2067,772,558
2068,844,509
2069,579,555
2070,1020,521
2071,621,489
2072,819,464
2073,684,537
2074,899,481
2075,948,533
2076,760,473
2077,958,805
2078,869,442
2079,1448,559
2080,833,1053
2081,1028,642
2082,962,802
2083,1448,558
2084,772,559
2085,452,797
2086,1026,524
2087,844,512
2088,620,491
2089,579,558
2090,819,466
2091,833,1062
2092,762,474
2093,900,481
2094,1435,553
2095,964,808
2096,870,443
2097,685,538
2098,1029,644
2099,949,533
2100,684,538
2101,965,811
2102,1436,553
2103,449,805
2104,772,560
2105,844,513
2106,577,560
2107,1030,528
2108,620,492
2109,821,466
2110,901,484
2111,950,535
2112,684,539
2113,870,442
2114,1285,433
2115,762,477
2116,1104,423
2117,968,819
2118,1029,646
2119,1422,549
2120,441,820
2121,845,516
2122,773,564
2123,1038,535
2124,576,565
2125,618,494
2126,683,545
2127,902,484
2128,821,467
2129,871,442
2130,1034,650
2131,762,486
2132,978,839
2133,952,532
2134,1396,539
2135,1033,650
2136,436,828
2137,845,517
2138,774,565
2139,575,567
2140,616,495
2141,1041,538
2142,903,485
2143,823,469
2144,871,442
2145,763,486
2146,681,548
2147,1037,655
2148,952,533
2149,981,848
2150,1384,534
2151,1033,650
2152,680,548
2153,430,837
2154,846,518
2155,1045,541
2156,573,570
2157,774,570
2158,903,485
2159,616,496
2160,679,552
2161,1039,657
2162,823,470
2163,953,536
2164,871,441
2165,987,860
2166,1373,530
2167,762,479
2168,424,845
2169,846,519
2170,774,570
2171,1040,658
2172,1050,544
2173,681,552
2174,904,485
2175,573,573
2176,616,499
2177,824,470
2178,953,536
2179,872,442
2180,1885,616
2181,1361,526
2182,990,864
2183,763,485
2184,993,870
2185,413,865
2186,775,573
2187,848,522
2188,572,578
2189,1059,552
2190,613,502
2191,905,486
2192,823,472
2193,872,443
2194,678,557
2195,998,889
2196,955,542
2197,763,485
2198,1867,617
2199,1000,894
2200,1045,663
2201,956,543
2202,407,874
2203,776,576
2204,569,580
2205,612,504
2206,849,524
2207,823,473
2208,905,487
2209,763,487
2210,1063,556
2211,679,560
2212,873,444
2213,1856,611
2214,1004,905
2215,1047,666
2216,1329,513
2217,961,543
2218,401,887
2219,776,578
2220,569,581
2221,851,527
2222,1069,561
2223,612,505
2224,824,473
2225,907,487
2226,764,486
2227,873,444
2228,1848,606
2229,1050,669
2230,678,562
2231,663,432
2232,957,543
2233,1014,917
2234,1050,670
2235,957,544
2236,397,895
2237,851,528
2238,776,581
2239,611,506
2240,825,474
2241,1075,566
2242,567,584
2243,906,488
2244,764,488
2245,874,444
2246,678,565
2247,664,432
2248,1838,601
2249,1018,927
2250,1051,672
2251,1309,507
2252,961,543
2253,382,917
2254,777,584
2255,853,532
2256,609,508
2257,827,476
2258,906,489
2259,1814,589
2260,765,488
2261,1084,574
2262,875,445
2263,663,433
2264,1055,677
2265,962,544
2266,564,590
2267,1029,957
2268,677,571
2269,377,929
2270,777,585
2271,853,533
2272,608,509
2273,828,477
2274,1800,581
2275,1091,579
2276,907,490
2277,561,594
2278,875,446
2279,664,433
2280,1283,496
2281,1037,975
2282,1057,678
2283,964,545
2284,677,574
2285,764,487
2286,369,943
2287,777,588
2288,855,534
2289,828,478
2290,1779,576
2291,607,512
2292,1096,584
2293,907,489
2294,765,487
2295,662,435
2296,875,446
2297,965,546
2298,676,576
2299,559,595
2300,1042,980
2301,1058,683
2302,362,955
2303,829,480
2304,778,591
2305,1046,983
2306,558,599
2307,856,536
2308,605,514
2309,1766,572
2310,908,490
2311,875,447
2312,1105,588
2313,661,436
2314,1266,490
2315,811,441
2316,904,415
2317,676,578
2318,965,546
2319,1066,685
2320,765,488
2321,347,977
2322,777,594
2323,1731,562
2324,1052,987
2325,830,481
2326,1115,600
2327,605,518
2328,553,604
2329,857,542
2330,875,447
2331,910,491
2332,675,586
2333,661,438
2334,813,443
2335,1068,691
2336,967,547
2337,765,490
2338,676,581
2339,340,983
2340,778,598
2341,911,492
2342,1059,1005
2343,860,544
2344,604,519
2345,830,481
2346,1720,558
2347,552,608
2348,876,448
2349,812,443
2350,1070,694
2351,1122,604
2352,675,588
2353,968,550
2354,766,493
2355,331,987
2356,779,599
2357,603,520
2358,551,610
2359,911,492
2360,860,546
2361,830,484
2362,812,443
2363,1130,612
2364,1701,552
2365,876,449
2366,766,494
2367,1045,403
2368,676,592
2369,1072,697
2370,968,549
2371,1073,1012
2372,1128,609
2373,328,995
2374,601,522
2375,550,613
2376,779,602
2377,860,547
2378,911,493
2379,831,484
2380,1688,550
2381,812,444
2382,877,449
2383,1138,616
2384,1078,1017
2385,766,498
2386,911,419
2387,1077,702
2388,674,593
2389,969,549
2390,313,1007
2391,862,549
2392,780,607
2393,600,524
2394,912,494
2395,831,487
2396,1661,543
2397,548,619
2398,813,445
2399,878,450
2400,1150,630
2401,766,499
2402,913,421
2403,659,442
2404,1080,707
2405,971,553
2406,672,601
2407,780,609
2408,864,551
2409,545,623
2410,600,527
2411,1646,538
2412,291,1014
2413,912,494
2414,1159,637
2415,813,446
2416,832,488
2417,879,451
2418,672,604
2419,1085,709
2420,971,550
2421,767,499
2422,781,611
2423,1169,643
2424,864,552
2425,543,627
2426,599,527
2427,914,495
2428,286,1020
2429,832,488
2430,813,446
2431,1635,535
2432,658,443
2433,880,451
2434,1088,714
2435,669,608
2436,973,551
2437,766,499
2438,866,556
2439,782,615
2440,541,630
2441,597,529
2442,1176,651
2443,288,1028
2444,914,496
2445,834,491
2446,1622,531
2447,815,446
2448,668,611
2449,1198,464
2450,658,444
2451,762,445
2452,1091,717
2453,974,555
2454,766,500
2455,668,613
2456,783,619
2457,867,560
2458,536,638
2459,1195,666
2460,595,533
2461,915,498
2462,834,493
2463,277,1042
2464,817,448
2465,1599,525
2466,767,501
2467,977,557
2468,715,433
2469,880,451
2470,1098,726
2471,668,619
2472,766,501
2473,976,557
2474,783,621
2475,868,562
2476,593,535
2477,1205,675
2478,834,494
2479,916,499
2480,535,641
2481,1586,521
2482,816,449
2483,1102,732
2484,880,451
2485,714,433
2486,655,447
2487,763,447
2488,769,502
2489,668,621
2490,978,557
2491,1103,731
2492,767,501
2493,869,566
2494,784,623
2495,592,537
2496,532,644
2497,1218,684
2498,916,500
2499,835,495
2500,816,450
2501,1105,736
2502,665,628
2503,1575,518
2504,655,448
2505,769,503
2506,714,434
2507,762,445
2508,979,560
2509,768,503
2510,1228,693
2511,784,628
2512,869,566
2513,917,500
2514,1563,515
2515,592,538
2516,836,495
2517,1108,737
2518,531,647
2519,816,450
2520,769,505
2521,881,452
2522,980,561
2523,655,448
2524,666,630
2525,768,505
2526,1253,714
2527,785,633
2528,872,572
2529,589,542
2530,526,656
2531,918,501
2532,837,498
2533,1544,508
2534,654,450
2535,817,451
2536,886,456
2537,663,638
2538,715,436
2539,769,509
2540,762,446
2541,981,563
2542,1115,746
2543,663,638
2544,769,509
2545,873,573
2546,785,635
2547,1265,723
2548,918,502
2549,1534,506
2550,838,499
2551,589,544
2552,525,660
2553,887,456
2554,654,451
2555,663,642
2556,1118,751
2557,817,452
2558,1894,747
2559,983,565
2560,1118,752
2561,982,565
2562,664,643
2563,768,514
2564,1276,736
2565,872,575
2566,785,639
2567,837,500
2568,919,502
2569,1523,504
2570,588,546
2571,886,457
2572,653,452
2573,768,514
2574,1121,757
2575,1877,750
2576,818,452
2577,522,664
2578,763,447
2579,714,438
2580,986,565
2581,662,646
2582,521,664
2583,875,579
2584,1292,747
2585,587,548
2586,785,642
2587,839,502
2588,518,669
2589,918,502
2590,1129,763
2591,1859,736
2592,887,457
2593,1513,501
2594,986,574
2595,768,514
2596,653,453
2597,763,448
2598,1147,445
2599,662,648
2600,785,647
2601,1324,773
2602,876,583
2603,583,551
2604,514,676
2605,920,504
2606,840,505
2607,1496,495
2608,1822,706
2609,658,659
2610,887,457
2611,1131,773
2612,651,456
2613,763,449
2614,936,439
2615,819,456
2616,988,570
2617,768,517
2618,785,650
2619,1341,788
2620,877,585
2621,921,505
2622,583,552
2623,512,679
2624,841,506
2625,1793,694
2626,1486,492
2627,887,457
2628,820,456
2629,654,665
2630,651,456
2631,1141,778
2632,939,439
2633,763,450
2634,987,571
2635,1137,779
2636,768,516
2637,1359,802
2638,786,651
2639,920,505
2640,510,685
2641,841,507
2642,878,588
2643,580,556
2644,887,457
2645,820,457
2646,1478,491
2647,1144,779
2648,650,456
2649,654,670
2650,941,441
2651,1763,683
2652,989,572
2653,1144,782
2654,769,518
2655,653,670
2656,1378,818
2657,786,657
2658,921,506
2659,880,590
2660,842,509
2661,579,559
2662,888,458
2663,821,458
2664,942,443
2665,508,690
2666,1731,670
2667,652,674
2668,764,457
2669,649,457
2670,1471,488
2671,1149,787
2672,769,518
2673,990,574
2674,651,673
2675,1422,856
2676,787,664
2677,578,563
2678,922,507
2679,502,699
2680,1678,649
2681,821,459
2682,882,594
2683,889,459
2684,648,459
2685,845,513
2686,1454,482
2687,945,445
2688,764,458
2689,711,442
2690,651,680
2691,769,521
2692,1157,798
2693,993,577
2694,651,685
2695,768,521
2696,1446,874
2697,500,704
2698,788,667
2699,923,507
2700,884,599
2701,576,564
2702,844,512
2703,821,459
2704,648,460
2705,947,448
2706,647,690
2707,889,459
2708,711,442
2709,769,521
2710,764,458
2711,1655,639
2712,1446,480
2713,1167,807
2714,995,578
2715,1163,805
2716,995,578
2717,1446,480
2718,1466,894
2719,885,601
2720,575,566
2721,787,670
2722,495,708
2723,844,514
2724,923,508
2725,822,459
2726,949,449
2727,646,695
2728,647,460
2729,1631,630
2730,889,459
2731,711,443
2732,765,458
2733,1439,478
2734,769,528
2735,1167,808
2736,996,579
2737,768,522
2738,1498,917
2739,886,603
2740,923,508
2741,844,516
2742,574,569
2743,492,714
2744,789,695
2745,823,460
2746,951,451
2747,646,459
2748,1431,477
2749,646,700
2750,889,459
2751,711,444
2752,765,458
2753,998,581
2754,770,524
2755,1610,622
2756,1171,816
2757,646,699
2758,999,579
2759,888,611
2760,1558,968
2761,572,574
2762,788,678
2763,847,519
2764,924,510
2765,488,725
2766,824,462
2767,1569,606
2768,890,461
2769,1417,473
2770,955,453
2771,645,463
2772,765,458
2773,1871,694
2774,644,708
2775,772,544
2776,711,445
2777,1179,831
2778,670,429
2779,1182,827
2780,1001,583
2781,643,713
2782,1590,980
2783,889,612
2784,847,520
2785,789,685
2786,1855,679
2787,571,575
2788,825,463
2789,1549,600
2790,483,731
2791,1409,471
2792,924,510
2793,891,461
2794,645,464
2795,710,446
2796,765,458
2797,957,453
2798,1184,834
2799,640,717
2800,670,429
2801,771,546
2802,1186,834
2803,1004,585
2804,771,531
2805,640,718
2806,1843,669
2807,891,617
2808,1649,991
2809,569,578
2810,482,736
2811,792,688
2812,1533,592
2813,847,521
2814,825,464
2815,892,462
2816,927,512
2817,960,456
2818,638,722
2819,765,460
2820,710,447
2821,1402,470
2822,645,465
2823,771,547
2824,668,430
2825,1192,842
2826,1004,586
2827,771,532
2828,637,727
2829,1647,1003
2830,1824,657
2831,791,691
2832,568,579
2833,892,619
2834,848,523
2835,927,513
2836,476,743
2837,826,465
2838,961,458
2839,892,462
2840,1514,585
2841,639,730
2842,710,447
2843,766,459
2844,644,466
2845,1201,848
2846,1006,589
2847,771,533
2848,1766,638
2849,564,585
2850,896,623
2851,851,527
2852,929,513
2853,827,466
2854,1483,572
2855,966,462
2856,469,751
2857,893,463
2858,1742,1033
2859,634,746
2860,794,701
2861,1383,463
2862,710,449
2863,767,464
2864,774,555
2865,1209,861
2866,1008,593
2867,1742,630
2868,899,631
2869,852,527
2870,793,703
2871,967,463
2872,562,587
2873,930,513
2874,827,467
2875,466,760
2876,893,463
2877,1468,566
2878,1757,1048
2879,1376,461
2880,774,556
2881,634,750
2882,710,450
2883,667,432
2884,1008,593
2885,1221,871
2886,632,753
2887,772,535
2888,900,632
2889,1720,621
2890,464,765
2891,853,530
2892,792,705
2893,559,589
2894,633,758
2895,930,514
2896,894,464
2897,970,465
2898,828,469
2899,773,557
2900,1453,561
2901,666,433
2902,710,450
2903,643,471
2904,1228,885
2905,766,465
2906,1230,883
2907,1013,594
2908,1696,613
2909,902,636
2910,854,532
2911,460,773
2912,559,593
2913,931,516
2914,830,470
2915,795,713
2916,1438,554
2917,972,467
2918,894,464
2919,643,473
2920,1365,459
2921,774,557
2922,628,764
2923,710,452
2924,767,465
2925,1015,600
2926,1233,885
2927,629,767
2928,772,536
2929,1651,598
2930,795,721
2931,856,535
2932,450,786
2933,830,470
2934,905,642
2935,557,598
2936,625,777
2937,1412,545
2938,932,516
2939,980,470
2940,640,475
2941,767,465
2942,667,434
2943,1017,602
2944,1249,900
2945,772,544
2946,1631,592
2947,449,794
2948,856,538
2949,906,646
2950,553,601
2951,830,471
2952,623,790
2953,796,724
2954,1399,541
2955,640,475
2956,933,517
2957,981,472
2958,1346,452
2959,894,465
2960,709,453
2961,1018,603
2962,1257,911
2963,772,544
2964,442,803
2965,1612,583
2966,553,603
2967,620,800
2968,830,473
2969,910,649
2970,857,540
2971,933,518
2972,640,477
2973,1387,536
2974,895,466
2975,798,730
2976,986,475
2977,666,436
2978,767,466
2979,709,455
2980,1263,920
2981,1019,605
2982,774,546
2983,437,810
2984,911,652
2985,1594,578
2986,857,541
2987,552,605
2988,831,473
2989,988,477
2990,639,478
2991,798,731
2992,936,519
2993,1336,450
2994,619,805
2995,896,467
2996,769,472
2997,709,456
2998,1377,531
2999,666,437
3000,1022,607
3001,1271,930
3002,775,548
3003,620,806
3004,1559,565
3005,430,827
3006,551,611
3007,860,545
3008,915,661
3009,615,829
3010,1353,523
3011,937,519
3012,800,744
3013,770,473
3014,832,474
3015,638,480
3016,992,481
3017,898,467
3018,776,556
3019,709,457
3020,1325,447
3021,1879,846
3022,1028,611
3023,1291,949
3024,617,827
3025,775,551
3026,861,547
3027,423,834
3028,1543,560
3029,799,750
3030,938,519
3031,548,615
3032,612,844
3033,1857,830
3034,1345,519
3035,770,475
3036,995,484
3037,832,476
3038,898,467
3039,1319,446
3040,917,665
3041,708,458
3042,776,556
3043,1300,960
3044,1028,612
3045,775,552
3046,917,665
3047,1838,809
3048,420,842
3049,939,520
3050,861,548
3051,547,617
3052,1525,554
3053,834,477
3054,770,475
3055,610,847
3056,919,670
3057,898,467
3058,800,748
3059,998,486
3060,1334,515
3061,776,558
3062,637,481
3063,708,458
3064,1031,614
3065,1310,970
3066,611,846
3067,777,557
3068,1816,789
3069,940,521
3070,863,551
3071,416,849
3072,1512,549
3073,921,673
3074,801,759
3075,834,478
3076,545,620
3077,769,475
3078,899,470
3079,1002,488
3080,604,856
3081,1311,444
3082,636,485
3083,708,459
3084,1325,512
3085,664,441
3086,1319,975
3087,1032,616
3088,777,556
3089,1737,752
3090,865,556
3091,940,523
3092,406,870
3093,1483,539
3094,835,480
3095,540,626
3096,1306,504
3097,925,680
3098,770,475
3099,805,772
3100,634,487
3101,900,470
3102,603,876
3103,1007,493
3104,765,449
3105,690,408
3106,663,443
3107,708,460
3108,1342,982
3109,778,559
3110,1036,622
3111,1700,735
3112,398,881
3113,865,557
3114,940,524
3115,538,629
3116,1471,535
3117,836,480
3118,929,687
3119,1299,501
3120,805,776
3121,770,477
3122,634,488
3123,901,471
3124,600,889
3125,1011,496
3126,1333,981
3127,663,444
3128,690,408
3129,1038,622
3130,778,561
3131,392,892
3132,869,559
3133,1669,720
3134,942,526
3135,1456,530
3136,932,690
3137,836,481
3138,805,782
3139,537,632
3140,633,489
3141,771,477
3142,595,901
3143,902,471
3144,1016,499
3145,1291,499
3146,662,445
3147,1039,622
3148,778,562
3149,1342,991
3150,1636,704
3151,870,561
3152,386,902
3153,933,696
3154,805,787
3155,943,527
3156,1444,527
3157,535,636
3158,837,484
3159,632,490
3160,904,471
3161,771,479
3162,1019,501
3163,688,409
3164,662,445
3165,1281,495
3166,593,916
3167,1043,629
3168,777,565
3169,1351,997
3170,1578,677
3171,375,925
3172,870,566
3173,945,528
3174,839,485
3175,938,706
3176,811,801
3177,1025,506
3178,586,941
3179,1420,518
3180,632,493
3181,906,473
3182,531,643
3183,661,446
3184,772,480
3185,1269,489
3186,1376,1007
3187,1048,632
3188,780,571
3189,532,642
3190,1555,665
3191,366,935
3192,582,952
3193,945,529
3194,1407,514
3195,872,569
3196,839,486
3197,939,708
3198,812,808
3199,530,646
3200,1028,509
3201,905,474
3202,780,591
3203,661,448
3204,1258,486
3205,771,481
3206,632,494
3207,779,550
3208,1389,1013
3209,1050,635
3210,361,949
3211,875,571
3212,1532,655
3213,946,530
3214,577,957
3215,811,816
3216,840,487
3217,942,716
3218,1397,510
3219,528,649
3220,773,484
3221,906,476
3222,628,498
3223,661,449
3224,1032,510
3225,1252,484
3226,1051,638
3227,1393,1019
3228,781,575
3229,354,962
3230,874,572
3231,1509,644
3232,946,530
3233,1386,507
3234,811,820
3235,576,961
3236,946,721
3237,523,656
3238,840,487
3239,628,498
3240,773,484
3241,1037,515
3242,906,476
3243,660,450
3244,1264,431
3245,1054,640
3246,780,577
3247,1398,1024
3248,340,983
3249,876,578
3250,840,491
3251,1367,500
3252,1468,623
3253,1045,522
3254,816,834
3255,947,532
3256,570,972
3257,627,501
3258,773,486
3259,522,661
3260,951,729
3261,705,471
3262,660,452
3263,822,443
3264,767,457
3265,910,476
3266,1891,648
3267,1257,428
3268,1230,476
3269,1058,645
3270,780,580
3271,952,732
3272,331,986
3273,878,580
3274,817,842
3275,1449,615
3276,948,533
3277,841,492
3278,567,979
3279,520,664
3280,772,486
3281,953,735
3282,1358,498
3283,626,503
3284,1877,648
3285,910,477
3286,1049,524
3287,705,472
3288,767,458
3289,660,452
3290,822,443
3291,1059,647
3292,782,583
3293,954,739
3294,326,994
3295,1430,607
3296,949,534
3297,878,583
3298,517,668
3299,843,493
3300,1349,494
3301,819,848
3302,627,503
3303,773,487
3304,823,444
3305,1863,644
3306,1054,528
3307,768,458
3308,705,473
3309,660,452
3310,911,477
3311,1063,650
3312,782,585
3313,563,984
3314,957,744
3315,818,854
3316,316,998
3317,879,585
3318,1413,599
3319,950,534
3320,843,493
3321,816,859
3322,1851,636
3323,626,505
3324,772,488
3325,1340,490
3326,911,478
3327,516,671
3328,767,458
3329,822,444
3330,705,474
3331,1058,532
3332,957,747
3333,1066,654
3334,566,990
3335,782,587
3336,962,749
3337,951,536
3338,309,1012
3339,1380,584
3340,883,590
3341,1815,618
3342,845,495
3343,1068,539
3344,773,492
3345,512,679
3346,823,446
3347,825,873
3348,912,480
3349,1324,485
3350,767,458
3351,623,508
3352,705,476
3353,1201,464
3354,684,415
3355,967,764
3356,1072,661
3357,784,590
3358,556,1003
3359,1368,577
3360,883,594
3361,953,537
3362,1074,544
3363,509,684
3364,292,1019
3365,774,492
3366,1789,609
3367,767,459
3368,845,496
3369,705,478
3370,826,885
3371,825,447
3372,913,480
3373,622,513
3374,1315,483
3375,658,457
3376,970,770
3377,1074,663
3378,784,592
3379,547,1011
3380,826,884
3381,508,688
3382,1770,602
3383,1353,570
3384,846,499
3385,885,596
3386,953,537
3387,288,1025
3388,621,513
3389,826,889
3390,776,493
3391,1306,480
3392,768,460
3393,705,479
3394,1081,547
3395,825,447
3396,913,480
3397,973,778
3398,1079,665
3399,784,594
3400,542,1018
3401,886,599
3402,1340,565
3403,847,500
3404,506,692
3405,954,538
3406,1084,552
3407,913,480
3408,620,513
3409,776,494
3410,278,1032
3411,826,903
3412,1748,594
3413,826,447
3414,768,461
3415,1298,478
3416,705,480
3417,976,785
3418,1081,668
3419,784,595
3420,548,1026
3421,889,605
3422,827,922
3423,848,503
3424,1708,582
3425,1315,552
3426,498,701
3427,273,1048
3428,956,541
3429,1095,560
3430,827,449
3431,618,516
3432,914,482
3433,987,800
3434,776,495
3435,704,481
3436,768,461
3437,1086,674
3438,786,603
3439,986,800
3440,546,1040
3441,890,607
3442,830,933
3443,497,705
3444,1686,576
3445,848,504
3446,618,519
3447,991,806
3448,1303,547
3449,272,1056
3450,828,450
3451,916,484
3452,778,498
3453,957,541
3454,704,484
3455,1102,565
3456,768,462
3457,1880,620
3458,1089,678
3459,785,606
3460,1102,565
3461,721,437
3462,890,609
3463,832,944
3464,849,505
3465,1868,615
3466,494,708
3467,1669,571
3468,618,520
3469,917,484
3470,992,816
3471,957,541
3472,704,485
3473,1290,542
3474,768,463
3475,828,451
3476,1105,570
3477,777,499
3478,1866,839
3479,1269,467
3480,654,464
3481,1092,683
3482,786,608
3483,991,817
3484,834,953
3485,1860,607
3486,892,614
3487,850,506
3488,616,522
3489,1114,575
3490,492,715
3491,1280,536
3492,778,500
3493,1651,565
3494,704,486
3495,1846,827
3496,958,542
3497,917,484
3498,830,452
3499,769,465
3500,994,820
3501,654,465
3502,996,824
3503,788,611
3504,1095,685
3505,721,437
3506,894,620
3507,837,968
3508,1833,598
3509,850,509
3510,486,724
3511,1810,778
3512,703,488
3513,1128,585
3514,1619,555
3515,918,485
3516,1003,844
3517,615,527
3518,777,503
3519,770,464
3520,1260,527
3521,963,544
3522,1101,692
3523,789,616
3524,895,623
3525,1815,592
3526,839,971
3527,1602,549
3528,613,528
3529,963,546
3530,852,510
3531,1786,758
3532,777,505
3533,483,730
3534,703,490
3535,1135,591
3536,1251,523
3537,919,486
3538,770,465
3539,653,470
3540,1006,856
3541,1245,459
3542,787,619
3543,1104,695
3544,1014,855
3545,843,977
3546,899,627
3547,1798,587
3548,480,734
3549,1141,595
3550,1749,743
3551,613,529
3552,778,506
3553,964,547
3554,702,491
3555,920,487
3556,853,510
3557,1240,518
3558,1587,544
3559,770,465
3560,652,470
3561,1015,859
3562,1107,700
3563,788,621
3564,1017,860
3565,1780,581
3566,899,628
3567,846,981
3568,475,740
3569,1714,728
3570,854,513
3571,612,531
3572,778,507
3573,702,492
3574,1572,541
3575,1149,603
3576,920,487
3577,1231,514
3578,963,547
3579,652,470
3580,1109,703
3581,1021,869
3582,791,622
3583,902,637
3584,1747,573
3585,851,988
3586,855,515
3587,966,550
3588,470,750
3589,1545,531
3590,778,509
3591,1651,698
3592,921,489
3593,610,534
3594,1166,615
3595,701,495
3596,1215,507
3597,651,472
3598,770,467
3599,1030,892
3600,831,457
3601,1118,712
3602,790,631
3603,902,639
3604,1733,567
3605,845,997
3606,467,757
3607,856,516
3608,967,551
3609,1621,684
3610,609,536
3611,779,510
3612,923,489
3613,1531,527
3614,1175,621
3615,700,498
3616,650,473
3617,1207,503
3618,1038,902
3619,771,467
3620,1121,715
3621,791,632
3622,1038,903
3623,849,1002
3624,464,761
3625,905,644
3626,856,518
3627,1715,563
3628,1589,672
3629,779,512
3630,701,499
3631,1182,628
3632,608,538
3633,967,552
3634,923,490
3635,651,474
3636,1519,523
3637,1200,500
3638,772,470
3639,1044,907
3640,1125,718
3641,1125,718
3642,792,635
3643,1046,913
3644,460,770
3645,907,646
3646,1190,635
3647,857,519
3648,1699,559
3649,969,552
3650,847,1011
3651,701,499
3652,1567,661
3653,1508,520
3654,923,490
3655,779,513
3656,607,541
3657,649,476
3658,772,470
3659,1048,925
3660,1131,723
3661,793,640
3662,1673,551
3663,451,781
3664,859,523
3665,913,655
3666,970,555
3667,924,491
3668,780,516
3669,1210,650
3670,1483,513
3671,1520,637
3672,772,472
3673,604,545
3674,700,502
3675,852,1018
3676,647,479
3677,1058,951
3678,1178,491
3679,1141,732
3680,793,645
3681,1660,547
3682,450,786
3683,913,658
3684,860,523
3685,969,556
3686,1221,660
3687,604,548
3688,853,1025
3689,780,517
3690,772,472
3691,925,491
3692,1498,629
3693,700,503
3694,1473,508
3695,647,480
3696,1065,959
3697,834,462
3698,1145,736
3699,793,648
3700,445,792
3701,915,661
3702,1232,669
3703,1647,543
3704,972,556
3705,603,549
3706,860,524
3707,849,1033
3708,700,505
3709,1463,505
3710,772,473
3711,780,519
3712,1076,967
3713,926,492
3714,1478,620
3715,647,480
3716,834,464
3717,1146,742
3718,796,647
3719,916,665
3720,441,799
3721,862,528
3722,1635,541
3723,972,557
3724,1243,677
3725,600,552
3726,699,506
3727,773,473
3728,1452,502
3729,780,520
3730,1082,969
3731,1459,609
3732,926,493
3733,835,465
3734,852,1039
3735,647,485
3736,1151,748
3737,796,650
3738,719,451
3739,433,813
3740,921,672
3741,1610,533
3742,863,530
3743,598,558
3744,973,560
3745,1267,694
3746,927,494
3747,773,474
3748,698,509
3749,1431,495
3750,836,465
3751,781,522
3752,1424,594
3753,854,1052
3754,645,485
3755,1086,977
3756,1150,476
3757,1160,758
3758,796,661
3759,430,818
3760,1598,530
3761,921,677
3762,864,532
3763,596,560
3764,975,560
3765,1282,707
3766,1409,587
3767,773,475
3768,929,495
3769,1424,492
3770,698,510
3771,645,485
3772,836,466
3773,781,523
3774,1142,473
3775,678,431
3776,1165,762
3777,796,662
3778,1088,980
3779,864,534
3780,922,680
3781,596,561
3782,975,562
3783,1587,527
3784,1297,718
3785,698,513
3786,426,827
3787,1391,580
3788,774,476
3789,644,487
3790,781,524
3791,837,467
3792,1415,490
3793,930,495
3794,1094,990
3795,677,432
3796,1171,767
3797,796,663
3798,719,457
3799,1096,989
3800,866,536
3801,924,685
3802,421,836
3803,595,564
3804,1576,523
3805,698,514
3806,1377,573
3807,774,476
3808,977,563
3809,1405,488
3810,643,489
3811,781,527
3812,1104,998
3813,1308,730
3814,837,467
3815,931,498
3816,675,432
3817,1174,772
3818,799,672
3819,719,457
3820,928,695
3821,1555,517
3822,592,570
3823,977,565
3824,868,538
3825,411,850
3826,697,518
3827,1348,561
3828,782,530
3829,775,479
3830,1388,481
3831,642,491
3832,839,470
3833,1342,751
3834,933,499
3835,675,434
3836,1184,784
3837,798,678
3838,1119,1008
3839,1343,757
3840,718,459
3841,930,699
3842,407,859
3843,589,572
3844,1544,515
3845,868,541
3846,696,520
3847,978,566
3848,1334,554
3849,839,471
3850,640,492
3851,1359,765
3852,774,479
3853,1379,480
3854,784,531
3855,932,499
3856,1188,790
3857,800,680
3858,1132,1017
3859,717,460
3860,398,867
3861,931,703
3862,869,542
3863,589,574
3864,695,521
3865,980,566
3866,840,472
3867,1535,512
3868,775,479
3869,784,532
3870,639,493
3871,1380,784
3872,1372,477
3873,1324,549
3874,933,499
3875,1194,793
3876,801,687
3877,1123,1021
3878,717,461
3879,933,708
3880,395,876
3881,870,544
3882,589,576
3883,840,472
3884,1526,509
3885,978,566
3886,695,522
3887,784,534
3888,1365,475
3889,776,480
3890,1311,544
3891,1127,1029
3892,935,502
3893,639,494
3894,1402,799
3895,903,466
3896,1202,801
3897,799,689
3898,1400,800
3899,717,461
3900,939,718
3901,384,893
3902,870,549
3903,585,580
3904,784,537
3905,1506,503
3906,696,527
3907,987,570
3908,841,473
3909,1288,533
3910,638,499
3911,776,484
3912,1349,470
3913,1446,835
3914,936,502
3915,1215,816
3916,717,463
3917,1136,1045
3918,804,697
3919,941,723
3920,379,904
3921,871,551
3922,585,585
3923,695,529
3924,637,500
3925,983,571
3926,784,538
3927,841,474
3928,1498,501
3929,1278,529
3930,1341,467
3931,777,484
3932,937,502
3933,1220,823
3934,1466,856
3935,804,701
3936,716,464
3937,942,729
3938,372,914
3939,873,552
3940,582,587
3941,987,573
3942,695,530
3943,636,502
3944,785,541
3945,777,484
3946,842,476
3947,1335,466
3948,1269,524
3949,1488,498
3950,1226,831
3951,804,705
3952,1496,874
3953,716,466
3954,937,503
3955,944,734
3956,365,923
3957,581,591
3958,989,573
3959,874,555
3960,786,543
3961,1258,520
3962,694,532
3963,777,485
3964,841,477
3965,1480,495
3966,635,504
3967,938,504
3968,1329,463
3969,1233,837
3970,805,708
3971,1523,897
3972,951,746
